Field=#~Integer~#~50|Field=Comment~String~Comment~137|Field=Description~String~Description~219|Field=Footprint~String~Footprint~221|Field=Manufacturer 1~String~Manufacturer 1~110|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~92|Field=Quantity~Integer~Quantity~20|Field=Supplier 1~String~Supplier 1~20|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~SYNCBOX_V3I1.PrjPcb|ReportField=ProjectFullPath~C:\Users\Altay\Documents\Altium\Projects\SyncBox\Work\Bogazici University\SyncBox\V3I1\Circuit\SYNCBOX_V3I1.PrjPcb|ReportField=Title~Bill of Materials For Project [SYNCBOX_V3I1.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~286|ReportField=ReportTime~2:32:28 PM|ReportField=ReportDate~8/12/2018|ReportField=ReportDateTime~8/12/2018 2:32:28 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Company~(c) 2018 Bogazici University www.boun.edu.tr|ReportField=NotFitted~NF|ReportField=Project~SYNCBOX|ReportField=VariantName~Default|ReportField=VersionRevision~V3I1|ReportField=ZERORESISTANCE~ZR|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~KDS|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~8/12/2018|ReportField=CurrentTime~1:21:07 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Altay\Documents\Altium\Projects\SyncBox\Work\Bogazici University\SyncBox\V3I1\Circuit\SYNCBOX.SchDoc|ReportField=DocumentName~SYNCBOX.SchDoc|ReportField=DocumentNumber~0|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~8/3/2018|ReportField=Organization~KDS|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.07:XCorrection=1.00:YCorrection=1.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=7:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=A3:PrintScaleMode=1|ReportField=ProjectName~SYNCBOX_V3I1.PrjPcb|ReportField=Revision~V1I1|ReportField=Rule~|ReportField=SheetNumber~0|ReportField=SheetTotal~11|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~SYNCBOX_V3I1.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Altay\Documents\Altium\Projects\SyncBox\Work\Bogazici University\SyncBox\V3I1\Circuit\SYNCBOX_V3I1.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
81|FSMRA2JH|SWITCH TACTILE SPST-NO 0.05A 24V|FSMRA2JH|{URL}{URL.TEXT}TE%20Connectivity%20ALCOSWITCH%20Switches{URL.TIP}Component|{URL}{URL.TEXT}1825027-5{URL.TIP}Manufacturer|1|Digi-Key
82|R1966ABLKBLKGR|SWITCH ROCKER SPST 15A 125V|RockerSwitch|{URL}{URL.TEXT}E-Switch{URL.TIP}Component|{URL}{URL.TEXT}R1966ABLKBLKGR{URL.TIP}Manufacturer|1|Digi-Key
83|76SC02T|SWITCH ROCKER DIP SPDT 150MA 30V|DIPSW-2x2|{URL}{URL.TEXT}Grayhill%20Inc.{URL.TIP}Component|{URL}{URL.TEXT}76SC02T{URL.TIP}Manufacturer|2|Digi-Key
84|H5007NL|MODULE SINGLE GIGABIT LAN 24SOIC|H5007NL|{URL}{URL.TEXT}Pulse%20Electronics%20Network{URL.TIP}Component|{URL}{URL.TEXT}H5007NL{URL.TIP}Manufacturer|1|Digi-Key
85|PIC24EP512GU810-I/PF-ND|IC MCU 16BIT 512KB FLASH 100TQFP|TQFP100_14x14MC|{URL}{URL.TEXT}Microchip%20Technology{URL.TIP}Component|{URL}{URL.TEXT}PIC24EP512GU810-I%2FPF{URL.TIP}Manufacturer|1|Digi-Key
86|BAT54S|DIODE ARRAY SCHOTTKY 30V SOT23|SOT-23|{URL}{URL.TEXT}Nexperia%20USA%20Inc.{URL.TIP}Component|{URL}{URL.TEXT}BAT54S,235{URL.TIP}Manufacturer|7|Digi-Key
87|SN74LVC1G17DCKR|SN74LVC1G17DCKR|DCK5|{URL}{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}{URL.TEXT}SN74LVC1G17DCKR{URL.TIP}Manufacturer|1|Digi-Key
88|SN74LVC244APWR|IC BUF NON-INVERT 3.6V 20TSSOP|PW20|{URL}{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}{URL.TEXT}SN74LVC244APWR{URL.TIP}Manufacturer|1|Digi-Key
89|296-35765-6-ND|TVS DIODE 5.5V 14V 10SON|DQA10|{URL}{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}{URL.TEXT}TPD4E05U06DQAR{URL.TIP}Manufacturer|2|Digi-Key
90|ST3222BTR|ST Dual RS232 Transceiver|TSSOP20|{URL}{URL.TEXT}STMicroelectronics{URL.TIP}Component|{URL}{URL.TEXT}ST3222BTR{URL.TIP}Manufacturer|1|Digi-Key
91|MAX9406ETJ+-ND|IC DVI/HDMI LVL SHIFTER 32WQFN|21-0144H_T4877-6|{URL}{URL.TEXT}Maxim%20Integrated{URL.TIP}Component|{URL}{URL.TEXT}MAX9406ETJ%2B{URL.TIP}Manufacturer|1|Digi-Key
92|MIC2026-1YM TR|IC SW DISTRIBUTION 2CHAN 8SOIC|8_SOIC_3.9MM|{URL}{URL.TEXT}Microchip%20Technology{URL.TIP}Component|{URL}{URL.TEXT}MIC2026-1YM-TR{URL.TIP}Manufacturer|1|Digi-Key
93|TPS2066DR|IC PWR DIST SW DUAL 8SOIC|D8|{URL}{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}{URL.TEXT}TPS2066DR{URL.TIP}Manufacturer|1|Digi-Key
94|ISL6236AIRZ|IC MAIN PWR CTRLR QUAD 32-QFN|32_VFQFN_EXPOSED_PAD|{URL}{URL.TEXT}Intersil{URL.TIP}Component|{URL}{URL.TEXT}ISL6236AIRZ{URL.TIP}Manufacturer|1|Digi-Key
95|TVS DIODE 5V 8.1V SOT23-6|MAX3207E|21-0058I|{URL}{URL.TEXT}Maxim%20Integrated{URL.TIP}Component|{URL}{URL.TEXT}MAX3207EAUT%2BT{URL.TIP}Manufacturer|1|Digi-Key
96|296-26335-1-ND|IC EMC CAN TRANSCEIVER 8-SOIC|D8|{URL}{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}{URL.TEXT}SN65HVD1050DR{URL.TIP}Manufacturer|1|Digi-Key
97|CRE1S0505SC|DC/DC TH 1W 5-5V SIP SINGLE|CRE1S0505SC|{URL}{URL.TEXT}Murata%20Power%20Solutions%20Inc.{URL.TIP}Component|{URL}{URL.TEXT}CRE1S0505SC{URL.TIP}Manufacturer|1|Digi-Key
98|ST3222|ST Dual RS232 Transceiver|TSSOP20|{URL}{URL.TEXT}STMicroelectronics{URL.TIP}Component|{URL}{URL.TEXT}ST3222BTR{URL.TIP}Manufacturer|1|Digi-Key
99|ST3222|ST Dual RS232 Transceiver|TSSOP20|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSTMicroelectronics%26mpn%3DST3222BTR%26seller%3DDigi-Key%26sku%3D497-5845-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26{URL.TEXT}STMicroelectronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSTMicroelectronics%26mpn%3DST3222BTR%26seller%3DDigi-Key%26sku%3D497-5845-6-ND%26country%3DUS%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ST3222BTR{URL.TIP}Manufacturer|1|Digi-Key
100|LTV-817S-TA1|OPTOISOLATR 5KV TRANSISTOR 4-SMD|4-SMD-opto|{URL}{URL.TEXT}Lite-On%20Inc.{URL.TIP}Component|{URL}{URL.TEXT}LTV-817S-TA1{URL.TIP}Manufacturer|5|Digi-Key
101|MAX490ECSA+|IC TXRX RS485/RS422 8-SOIC|21-0041B_8|{URL}{URL.TEXT}Maxim%20Integrated{URL.TIP}Component|{URL}{URL.TEXT}MAX490ECSA%2B{URL.TIP}Manufacturer|1|RSComponents
